Date,Open,High,Low,Close,Adj Close,Volume
10/23/2020,3464.899902,3466.459961,3440.449951,3465.389893,3465.389893,3646570000
10/26/2020,3441.419922,3441.419922,3364.860107,3400.969971,3400.969971,3988080000
10/27/2020,3403.149902,3409.51001,3388.709961,3390.679932,3390.679932,3946990000
10/28/2020,3342.47998,3342.47998,3268.889893,3271.030029,3271.030029,5129860000
10/29/2020,3277.169922,3341.050049,3259.820068,3310.110107,3310.110107,4903070000
10/30/2020,3293.590088,3304.929932,3233.939941,3269.959961,3269.959961,4840450000
11/02/2020,3296.199951,3330.139893,3279.73999,3310.23999,3310.23999,4310590000
11/03/2020,3336.25,3389.48999,3336.25,3369.159912,3369.159912,4220070000
11/04/2020,3406.459961,3486.25,3405.169922,3443.439941,3443.439941,4783040000
11/05/2020,3485.73999,3529.050049,3485.73999,3510.449951,3510.449951,4841190000
11/06/2020,3508.340088,3521.580078,3484.340088,3509.439941,3509.439941,4833950000
11/09/2020,3583.040039,3645.98999,3547.47998,3550.5,3550.5,8556610000
11/10/2020,3543.26001,3557.219971,3511.909912,3545.530029,3545.530029,6024230000
11/11/2020,3563.219971,3581.159912,3557.0,3572.659912,3572.659912,4609970000
11/12/2020,3562.669922,3569.02002,3518.580078,3537.01001,3537.01001,4890120000
11/13/2020,3552.570068,3593.659912,3552.570068,3585.149902,3585.149902,4709670000
11/16/2020,3600.159912,3628.51001,3600.159912,3626.909912,3626.909912,5281980000
11/17/2020,3610.310059,3623.110107,3588.679932,3609.530029,3609.530029,4799570000
11/18/2020,3612.090088,3619.090088,3567.330078,3567.790039,3567.790039,5274450000
11/19/2020,3559.409912,3585.219971,3543.840088,3581.870117,3581.870117,4347200000
11/20/2020,3579.310059,3581.22998,3556.850098,3557.540039,3557.540039,4218970000
11/23/2020,3566.820068,3589.810059,3552.77002,3577.590088,3577.590088,5036290000
11/24/2020,3594.52002,3642.310059,3594.52002,3635.409912,3635.409912,6267570000
11/25/2020,3635.5,3635.5,3617.76001,3629.649902,3629.649902,4902560000
11/27/2020,3638.550049,3644.310059,3629.330078,3638.350098,3638.350098,2778450000
11/30/2020,3634.179932,3634.179932,3594.389893,3621.629883,3621.629883,6291400000
12/01/2020,3645.870117,3678.449951,3645.870117,3662.449951,3662.449951,5403660000
12/02/2020,3653.780029,3670.959961,3644.840088,3669.01001,3669.01001,5029620000
12/03/2020,3668.280029,3682.72998,3657.169922,3666.719971,3666.719971,5091760000
12/04/2020,3670.939941,3699.199951,3670.939941,3699.120117,3699.120117,5086370000
12/07/2020,3694.72998,3697.409912,3678.879883,3691.959961,3691.959961,4788560000
12/08/2020,3683.050049,3708.449951,3678.830078,3702.25,3702.25,4549670000
12/09/2020,3705.97998,3712.389893,3660.540039,3672.820068,3672.820068,5209940000
12/10/2020,3659.129883,3678.48999,3645.179932,3668.100098,3668.100098,4618240000
12/11/2020,3656.080078,3665.909912,3633.399902,3663.459961,3663.459961,4367150000
12/14/2020,3675.27002,3697.610107,3645.840088,3647.48999,3647.48999,4594920000
12/15/2020,3666.409912,3695.290039,3659.620117,3694.620117,3694.620117,4360280000
12/16/2020,3696.25,3711.27002,3688.570068,3701.169922,3701.169922,4056950000
12/17/2020,3713.649902,3725.120117,3710.870117,3722.47998,3722.47998,4184930000
12/18/2020,3722.389893,3726.699951,3685.840088,3709.409912,3709.409912,7068340000
12/21/2020,3684.280029,3702.899902,3636.47998,3694.919922,3694.919922,4732160000
