Date,Open,High,Low,Close,Adj Close,Volume
10/23/2020,1.181405,1.185958,1.1788,1.181502,1.181502,0
10/26/2020,1.184834,1.185101,1.180401,1.184848,1.184848,0
10/27/2020,1.180944,1.1838,1.179941,1.180944,1.180944,0
10/28/2020,1.178162,1.178828,1.17193,1.178411,1.178411,0
10/29/2020,1.174743,1.175917,1.165623,1.174867,1.174867,0
10/30/2020,1.167679,1.170344,1.164307,1.16787,1.16787,0
11/02/2020,1.164253,1.165699,1.162439,1.164212,1.164212,0
11/03/2020,1.16428,1.1742,1.163806,1.16428,1.16428,0
11/04/2020,1.176457,1.176886,1.160766,1.176221,1.176221,0
11/05/2020,1.172993,1.185677,1.171276,1.173268,1.173268,0
11/06/2020,1.181419,1.189061,1.179621,1.181754,1.181754,0
11/09/2020,1.189315,1.191923,1.179746,1.189301,1.189301,0
11/10/2020,1.182327,1.184357,1.178078,1.182732,1.182732,0
11/11/2020,1.181963,1.183292,1.174729,1.181879,1.181879,0
11/12/2020,1.17787,1.1823,1.175959,1.17803,1.17803,0
11/13/2020,1.180526,1.18339,1.179969,1.180339,1.180339,0
11/16/2020,1.184427,1.186873,1.181474,1.184525,1.184525,0
11/17/2020,1.185972,1.189273,1.184553,1.185944,1.185944,0
11/18/2020,1.186437,1.1891,1.185115,1.186366,1.186366,0
11/19/2020,1.184287,1.185536,1.18174,1.184764,1.184764,0
11/20/2020,1.186746,1.189089,1.185185,1.186648,1.186648,0
11/23/2020,1.186535,1.19059,1.180317,1.186648,1.186648,0
11/24/2020,1.18418,1.189386,1.183894,1.184273,1.184273,0
11/25/2020,1.190051,1.192805,1.188284,1.190051,1.190051,0
11/26/2020,1.191753,1.1941,1.188693,1.192,1.192,0
11/27/2020,1.191185,1.196187,1.191072,1.1916,1.1916,0
11/30/2020,1.197074,1.200206,1.194415,1.197146,1.197146,0
12/01/2020,1.193773,1.205357,1.193599,1.193816,1.193816,0
12/02/2020,1.206986,1.210742,1.204079,1.207438,1.207438,0
