Date,Open,High,Low,Close,Adj Close,Volume
10/23/2020,12517.980469,12718.269531,12514.990234,12645.75,12645.75,55669200
10/26/2020,12303.410156,12404.509766,12174.219727,12177.179688,12177.179688,81595500
10/27/2020,12206.419922,12223.599609,12034.799805,12063.570313,12063.570313,87405600
10/28/2020,11848.30957,11852.019531,11457.120117,11560.509766,11560.509766,137190500
10/29/2020,11631.070313,11707.429688,11458.55957,11598.070313,11598.070313,104958400
10/30/2020,11472.610352,11614.129883,11450.080078,11556.480469,11556.480469,85600400
11/02/2020,11602.910156,11838.0,11551.360352,11788.280273,11788.280273,78370800
11/03/2020,11858.80957,12088.980469,11851.030273,12088.980469,12088.980469,86771500
11/04/2020,11896.110352,12329.959961,11848.209961,12324.219727,12324.219727,105442100
11/05/2020,12420.879883,12591.299805,12398.589844,12568.089844,12568.089844,87078000
11/06/2020,12531.740234,12595.870117,12370.080078,12480.019531,12480.019531,80481100
11/09/2020,12713.19043,13297.049805,12670.580078,13095.969727,13095.969727,189268100
11/10/2020,13109.769531,13237.589844,13018.429688,13163.110352,13163.110352,142547600
11/11/2020,13205.950195,13244.320313,13138.759766,13216.179688,13216.179688,95527800
11/12/2020,13073.480469,13168.089844,13022.280273,13052.950195,13052.950195,82374800
11/13/2020,13036.969727,13145.480469,13004.820313,13076.719727,13076.719727,79173300
11/16/2020,13170.519531,13277.450195,13081.110352,13138.610352,13138.610352,85190200
11/17/2020,13130.540039,13151.019531,13050.410156,13133.469727,13133.469727,68587800
11/18/2020,13086.429688,13213.629883,13074.669922,13201.889648,13201.889648,67639800
11/19/2020,13101.709961,13138.139648,13034.509766,13086.160156,13086.160156,68038800
11/20/2020,13054.639648,13172.910156,13054.639648,13137.25,13137.25,70127200
11/23/2020,13215.44043,13312.419922,13126.969727,13126.969727,13126.969727,68582800
11/24/2020,13254.419922,13296.759766,13192.320313,13292.44043,13292.44043,82733000
11/25/2020,13346.769531,13346.959961,13235.820313,13289.799805,13289.799805,76832800
11/26/2020,13315.209961,13316.19043,13274.889648,13286.570313,13286.570313,42951900
11/27/2020,13280.509766,13364.169922,13272.740234,13335.679688,13335.679688,63823200
11/30/2020,13270.509766,13445.110352,13256.759766,13291.160156,13291.160156,107366400
12/01/2020,13371.660156,13434.299805,13334.990234,13382.299805,13382.299805,66675500
12/02/2020,13341.910156,13359.269531,13272.469727,13313.240234,13313.240234,63822100
