Date,Open,High,Low,Close,Adj Close,Volume
10/23/2020,12971.548828,13015.961914,12752.647461,12931.539063,12931.539063,28974975003
10/24/2020,12931.574219,13145.066406,12885.74707,13108.0625,13108.0625,24542317940
10/25/2020,13108.063477,13329.183594,12910.061523,13031.173828,13031.173828,24406920575
10/26/2020,13031.201172,13225.297852,12822.382813,13075.248047,13075.248047,29461458313
10/27/2020,13075.242188,13759.668945,13060.837891,13654.21875,13654.21875,33749878156
10/28/2020,13654.214844,13837.695313,12932.250977,13271.285156,13271.285156,35867318895
10/29/2020,13271.298828,13612.047852,12980.05957,13437.882813,13437.882813,56499499598
10/30/2020,13437.874023,13651.516602,13136.198242,13546.522461,13546.522461,30581485201
10/31/2020,13546.532227,14028.213867,13457.530273,13780.995117,13780.995117,30306464719
11/01/2020,13780.995117,13862.033203,13628.37793,13737.109375,13737.109375,24453857900
11/02/2020,13737.032227,13808.323242,13243.160156,13550.489258,13550.489258,30771455468
11/03/2020,13550.451172,13984.981445,13325.441406,13950.300781,13950.300781,29869951617
11/04/2020,13950.488281,14218.766602,13580.47168,14133.707031,14133.707031,35116364962
11/05/2020,14133.733398,15706.404297,14102.088867,15579.848633,15579.848633,40856321439
11/06/2020,15579.729492,15903.4375,15226.839844,15565.880859,15565.880859,39837841971
11/07/2020,15565.880859,15737.095703,14423.203125,14833.753906,14833.753906,35024953706
11/08/2020,14833.753906,15637.320313,14744.110352,15479.567383,15479.567383,26632075029
11/09/2020,15479.595703,15785.136719,14865.529297,15332.31543,15332.31543,34149115566
11/10/2020,15332.350586,15450.329102,15124.959961,15290.902344,15290.902344,25574938143
11/11/2020,15290.90918,15916.260742,15290.006836,15701.339844,15701.339844,29772374934
11/12/2020,15701.298828,16305.003906,15534.771484,16276.34375,16276.34375,34175758344
11/13/2020,16276.44043,16463.177734,15992.152344,16317.808594,16317.808594,31599492172
11/14/2020,16317.808594,16317.808594,15749.193359,16068.138672,16068.138672,27481710135
11/15/2020,16068.139648,16123.110352,15793.53418,15955.587891,15955.587891,23653867583
11/16/2020,15955.577148,16816.181641,15880.706055,16716.111328,16716.111328,31526766675
11/17/2020,16685.691406,17782.919922,16564.544922,17645.40625,17645.40625,39006849170
11/18/2020,17645.191406,18393.949219,17352.90625,17804.005859,17804.005859,49064800278
11/19/2020,17803.861328,18119.546875,17382.554688,17817.089844,17817.089844,36985055355
11/20/2020,17817.083984,18773.226563,17765.794922,18621.314453,18621.314453,36992873940
11/21/2020,18621.316406,18936.621094,18444.359375,18642.232422,18642.232422,39650210707
11/22/2020,18642.232422,18688.96875,17671.384766,18370.001953,18370.001953,41280434226
11/23/2020,18370.017578,18711.425781,18000.796875,18364.121094,18364.121094,42741112308
11/24/2020,18365.015625,19348.271484,18128.65625,19107.464844,19107.464844,51469565009
11/25/2020,19104.410156,19390.964844,18581.146484,18732.121094,18732.121094,43710357371
11/26/2020,18729.839844,18866.285156,16351.035156,17150.623047,17150.623047,61396835737
11/27/2020,17153.914063,17445.023438,16526.423828,17108.402344,17108.402344,38886494645
11/28/2020,17112.933594,17853.939453,16910.652344,17717.414063,17717.414063,32601040734
11/29/2020,17719.634766,18283.628906,17559.117188,18177.484375,18177.484375,31133957704
11/30/2020,18178.322266,19749.263672,18178.322266,19625.835938,19625.835938,47728480399
12/01/2020,19633.769531,19845.974609,18321.921875,18802.998047,18802.998047,49633658712
12/02/2020,18801.744141,19308.330078,18347.71875,19201.091797,19201.091797,37387697139
12/03/2020,19205.925781,19566.191406,18925.785156,19445.398438,19445.398438,31930317405
12/04/2020,19446.966797,19511.404297,18697.193359,18699.765625,18699.765625,33872388058
12/05/2020,18698.384766,19160.449219,18590.193359,19154.230469,19154.230469,27242455064
12/06/2020,19154.179688,19390.5,18897.894531,19345.121094,19345.121094,25293775714
12/07/2020,19343.128906,19411.828125,18931.142578,19191.630859,19191.630859,26896357742
12/08/2020,19191.529297,19283.478516,18269.945313,18321.144531,18321.144531,31692288756
12/09/2020,18320.884766,18626.292969,17935.546875,18553.916016,18553.916016,34420373071
12/10/2020,18553.298828,18553.298828,17957.064453,18264.992188,18264.992188,25547132265
12/11/2020,18263.929688,18268.453125,17619.533203,18058.904297,18058.904297,27919640985
12/12/2020,18051.320313,18919.550781,18046.041016,18803.65625,18803.65625,21752580802
12/13/2020,18806.765625,19381.535156,18734.332031,19142.382813,19142.382813,25450468637
12/14/2020,19144.492188,19305.099609,19012.708984,19246.644531,19246.644531,22473997681
12/15/2020,19246.919922,19525.007813,19079.841797,19417.076172,19417.076172,26741982541
12/16/2020,19418.818359,21458.908203,19298.316406,21310.597656,21310.597656,44409011479
12/17/2020,21308.351563,23642.660156,21234.675781,22805.162109,22805.162109,71378606374
12/18/2020,22806.796875,23238.601563,22399.8125,23137.960938,23137.960938,40387896275
12/19/2020,23132.865234,24085.855469,22826.472656,23869.832031,23869.832031,38487546580
12/20/2020,23861.765625,24209.660156,23147.710938,23477.294922,23477.294922,37844228422
12/21/2020,23474.455078,24059.982422,22159.367188,22803.082031,22803.082031,45852713981
12/22/2020,22794.039063,23789.902344,22430.605469,23783.029297,23783.029297,44171632681
12/23/2020,23781.974609,24024.490234,22802.646484,23241.345703,23241.345703,51146161904
12/24/2020,23240.203125,23768.337891,22777.597656,23735.949219,23735.949219,41080759713
12/25/2020,23733.570313,24710.101563,23463.673828,24664.791016,24664.791016,42068395846
